,mbid,Song,Artist,Album,Date,Year,Month
892,075aad8b-1197-436d-b474-37b097314247,The Git Up,Blanco Brown,Honeysuckle & Lightning Bugs,2022-08-25 21:32:00,2022,8
893,,Doja,Central Cee,Doja,2022-08-25 21:19:00,2022,8
894,,Terminal 5,Central Cee,23,2022-08-25 21:16:00,2022,8
895,,D38 - No Miming,d38,D38 - No Miming,2022-08-25 21:15:00,2022,8
896,,Praise the Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,2022-08-25 21:13:00,2022,8
897,,Doja,Central Cee,Doja,2022-08-25 21:10:00,2022,8
898,,Doja,Central Cee,Doja,2022-08-25 20:57:00,2022,8
899,,Doja,Central Cee,Doja,2022-08-25 20:55:00,2022,8
900,,Doja,Central Cee,Doja,2022-08-25 20:23:00,2022,8
901,,Doja,Central Cee,Doja,2022-08-25 19:10:00,2022,8
902,18ae8c7e-e041-4cc9-a636-6ea061183e22,8 (circle),Bon Iver,"22, A Million",2022-08-25 17:16:00,2022,8
903,,No Woman No Cry,Tems,Black Panther: Wakanda Forever Prologue,2022-08-25 17:00:00,2022,8
904,,Doja,Central Cee,Doja,2022-08-25 16:56:00,2022,8
905,,Doja,Central Cee,Doja,2022-08-25 16:54:00,2022,8
906,,Doja,Central Cee,Doja,2022-08-25 16:54:00,2022,8
907,,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,2022-08-25 16:21:00,2022,8
908,,Doja,Central Cee,Doja,2022-08-25 15:27:00,2022,8
909,,Doja,Central Cee,Doja,2022-08-25 15:23:00,2022,8
910,,Doja,Central Cee,Doja,2022-08-25 15:22:00,2022,8
911,,Doja,Central Cee,Doja,2022-08-25 14:38:00,2022,8
912,,Doja,Central Cee,Doja,2022-08-25 14:20:00,2022,8
913,,Doja,Central Cee,Doja,2022-08-25 13:52:00,2022,8
914,18ae8c7e-e041-4cc9-a636-6ea061183e22,8 (circle),Bon Iver,"22, A Million",2022-08-25 13:29:00,2022,8
915,18ae8c7e-e041-4cc9-a636-6ea061183e22,8 (circle),Bon Iver,"22, A Million",2022-08-25 13:29:00,2022,8
916,,Concrete Jungle,Bob Marley & The Wailers,Catch A Fire,2022-08-25 12:26:00,2022,8
917,,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,Live!,2022-08-25 12:22:00,2022,8
918,09db906b-50c0-3d5b-ad6f-2aee22ded3ed,Guten Morgen Sonnenschein,Nana Mouskouri,Ich Hab Gelacht Ich Hab Geweint,2022-08-25 12:12:00,2022,8
919,32a60d96-43f6-4407-946d-b6b2ca5ada1a,00000 Million,Bon Iver,"22, A Million",2022-08-24 22:52:00,2022,8
920,1b8fceb1-41ce-4bdf-8078-5f683833dd6c,22 (OVER S∞∞N),Bon Iver,"22, A Million",2022-08-24 22:25:00,2022,8
