,mbid,Song,Artist,Album,Date,Year,Month
24,136c689d-dc82-4967-b15e-a1aa9ea9e8d6,White Iverson,Post Malone,Stoney,2022-11-08 12:19:00,2022,11
25,0692e0f5-1098-47f2-9d4d-e0bcf9ff7716,Vertigo,Khalid,Suncity,2022-11-08 12:14:00,2022,11
26,418fd204-155c-4b9e-ba5f-b5c59df79a75,Saturday Nights,Khalid,Suncity,2022-11-08 12:10:00,2022,11
27,,Paradise,Coldplay,Mylo Xyloto,2022-11-08 12:04:00,2022,11
28,2df1b09b-f6a5-438b-bbf5-cbe32243aa14,Let's Hurt Tonight,OneRepublic,Oh My My,2022-11-08 11:57:00,2022,11
29,31fbf393-98b5-4071-934b-838f8514d948,Closer,The Chainsmokers,Closer,2022-11-08 11:52:00,2022,11
30,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-11-08 11:48:00,2022,11
31,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-11-08 11:44:00,2022,11
32,3879c656-e9a0-4b89-a99a-04e94e874571,DITTO,Aries,DITTO,2022-11-08 11:40:00,2022,11
33,eb10fc75-765d-4dec-ba7d-571af7d047a2,One Punch,Aries,ONE PUNCH,2022-11-08 11:37:00,2022,11
34,,Fever (feat. Angèle),Dua Lipa,Fever,2022-11-08 11:34:00,2022,11
35,ff9b10b2-c995-4a9b-a2e6-a0fd066e8fb2,Slow Dance (feat. Ava Max),AJ Mitchell,Slow Dance (feat. Ava Max),2022-11-08 01:17:00,2022,11
36,,Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,2022-11-08 01:15:00,2022,11
37,9cf58bcc-a658-4099-ade8-837651498c88,Together Again,Stephen Rennicks,Normal People (Original Score from the Television Series),2022-11-07 14:26:00,2022,11
38,,Citylights - Radio Edit,Max Elto,Citylights (Radio Edit),2022-11-07 14:21:00,2022,11
39,,Die For You,Joji,Smithereens,2022-11-07 14:01:00,2022,11
40,047386a3-20a4-4410-9574-4a58a49769eb,Cruel Summer,Taylor Swift,Lover,2022-11-06 16:33:00,2022,11
41,,goosebumps,Travis Scott,Birds in the Trap Sing McKnight,2022-11-06 10:23:00,2022,11
42,,"Don't Think Twice, It's All Right",Bob Dylan,The Freewheelin' Bob Dylan,2022-11-06 09:48:00,2022,11
43,,Blowin' in the Wind,Bob Dylan,The Freewheelin' Bob Dylan,2022-11-04 16:28:00,2022,11
44,,Seeds,Yoke Lore,Seeds,2022-11-04 16:19:00,2022,11
45,,dropout (w/ blackbear),brakence,dropout (w/ blackbear),2022-11-04 15:38:00,2022,11
46,,For Elena,East Forest,Music To Be Born To,2022-11-04 15:29:00,2022,11
47,667f76a1-2d91-4989-9580-90d6634b5643,Fly Away With Me,Tom Walker,Fly Away With Me,2022-11-04 15:26:00,2022,11
48,,Blowin' in the Wind,Bob Dylan,The Freewheelin' Bob Dylan,2022-11-04 15:11:00,2022,11
49,4a5a6908-d26d-4895-ae82-3954a49fa506,Knockin' on Heaven's Door,Bob Dylan,Pat Garrett & Billy the Kid (Soundtrack from the Motion Picture),2022-11-04 14:42:00,2022,11
50,,Blowin' in the Wind,Bob Dylan,The Freewheelin' Bob Dylan,2022-11-04 14:42:00,2022,11
51,4a5a6908-d26d-4895-ae82-3954a49fa506,Knockin' on Heaven's Door,Bob Dylan,Pat Garrett & Billy the Kid (Soundtrack from the Motion Picture),2022-11-04 14:39:00,2022,11
52,42281557-80c6-4119-b355-2abcd93d06d4,Drift Away - Single Version,Dobie Gray,Ultimate Collection: Dobie Gray,2022-11-04 14:33:00,2022,11
53,29026e0c-0297-42bb-b75a-c78e8b69a28b,Be My Mistake,The 1975,A Brief Inquiry Into Online Relationships,2022-11-04 14:28:00,2022,11
54,,BLAHBLAHBLAH DEMO,Joji,Smithereens,2022-11-04 14:27:00,2022,11
55,,BLAHBLAHBLAH DEMO,Joji,Smithereens,2022-11-04 14:25:00,2022,11
56,,Night Rider,Joji,Smithereens,2022-11-04 14:23:00,2022,11
57,,Dissolve,Joji,Smithereens,2022-11-04 14:20:00,2022,11
58,,Before The Day Is Over,Joji,Smithereens,2022-11-04 14:16:00,2022,11
59,,Die For You,Joji,Smithereens,2022-11-04 14:13:00,2022,11
60,,Die For You,Joji,Smithereens,2022-11-04 13:53:00,2022,11
61,,Feeling Like The End,Joji,Smithereens,2022-11-04 13:51:00,2022,11
